"","ID","item","ht","cl","sr","fb","nw","rb","cohort","gloss","spanish","Sex","age","year_tested","year_entry"
"239",47,"mother's birthday",1,0,0,0,0,0,"hearing","and when is your mom's birthday?","y cuando cumpleaños de tu mama?","F",37.9,2017,NA
"240",50,"mother's birthday",0,0,0,0,0,1,"hearing","The birthday of your mom?","El cumpleanos de tu mama?","F",43.5,2017,NA
"241",23,"mother's birthday",1,0,0,0,0,1,"third","WHEN BIRTHDAY DE YOU MAMA",NA,"F",23.8,2017,1997
"242",7,"mother's birthday",1,0,0,0,0,1,"first","MOTHER (inc) BIRTHDAY YOU OF MOTHER  YOU",NA,"F",31.8,2008,1983
"243",39,"mother's birthday",0,0,0,0,0,0,"hearing","The birthday of your mommy?","El cumpleanos de tu mami?","M",24.7,2010,NA
"244",38,"mother's birthday",1,1,0,0,0,0,"hearing","When is your mom's birthday?","Cuando cumpleanos tu mama?","F",28.7,2010,NA
"245",40,"mother's birthday",0,0,0,0,0,0,"hearing","When is your mother's birthday?","Cuando es el cumpleanos de tu mama?","M",22.6,2010,NA
"246",41,"mother's birthday",0,0,0,1,0,0,"hearing","When-When is your mother's birthday?","Cuando-Cuando cumpleanos tu mami?","F",24.8,2010,NA
"247",34,"mother's birthday",1,0,0,0,0,0,"hearing","When is your mother's birthday?","Cuando cumpleaños tu mama?","F",NA,2010,NA
"248",36,"mother's birthday",0,0,0,1,0,0,"hearing","Mom's birthday?","Cummpleanos de tu mama?","M",23.8,2010,NA
"249",36,"mother's birthday",0,1,0,0,0,0,"hearing","When is your mother's birthday?","Cuando es el cumpleanos de tu mama?","M",23.8,2010,NA
"250",37,"mother's birthday",0,1,0,0,0,0,"hearing","What is your mother's birthday?","Que dia es el cumpleaños de tu mama?","F",55.3,2010,NA
"251",9,"mother's birthday",1,0,0,0,0,0,"first","BIRTHDAY YOU MOTHER",NA,"M",31,2008,1983
"252",10,"mother's birthday",1,1,0,0,0,0,"second","YOU YOUR MOTHER BIRTHDAY YOU",NA,"F",27.2,2009,1987
"253",12,"mother's birthday",1,0,0,0,0,1,"third","BIRTHDAY YOU MAMA WHAT(?)",NA,"M",17.9,2010,1998
"254",14,"mother's birthday",2,0,0,0,0,0,"second","YOU BIRTHDAY YOU MOTHER QUESTION",NA,"F",23.3,2008,1989
"255",15,"mother's birthday",1,0,1,3,1,0,"third","YOU BIRTHDAY WHEN MAMA QUESTION YOU WHERE",NA,"F",28.8,2017,1994
"256",16,"mother's birthday",1,0,0,1,0,0,"third","BIRTHDAY YOU MAMA WHAT",NA,"M",18,2010,1997
"257",18,"mother's birthday",0,1,0,1,0,0,"third","QUESTION BIRTHDAY YOU MAMA",NA,"M",19.3,2009,1993
"258",19,"mother's birthday",1,1,0,0,0,0,"third","WHEN BIRTHDAY YOU MOTHER",NA,"M",18.7,2009,1993
"259",20,"mother's birthday",1,1,0,1,0,0,"second","YOU QUESTION BIRTHDAY YOU MAMA",NA,"M",23.9,2008,1990
"260",21,"mother's birthday",1,0,0,1,0,0,"second","QUESTION YOU BIRTHDAY YOU MOTHER YOU WHAT",NA,"M",21.5,2008,1990
"261",22,"mother's birthday",1,0,0,0,0,0,"first","BIRTHDAY YOU MAMA",NA,"M",30.5,2008,1978
"262",24,"mother's birthday",0,1,0,0,0,0,"first","YOU BIRTHDAY DE T-U M-A-D-R-E M-A-D-R-E",NA,"M",30.9,2008,1980
"263",26,"mother's birthday",0,0,0,0,0,0,"first","BIRTHDAY MAMA YOU BIRTHDAY",NA,"M",50,2017,1974
"264",27,"mother's birthday",1,0,1,1,1,0,"third","QUESTION YOU MAMA WHEN BIRTHDAY",NA,"M",23.4,2017,1998
"265",29,"mother's birthday",0,0,0,0,0,0,"third","MAMA YOUR BIRTHDAY",NA,"M",15.9,2009,1997
"266",30,"mother's birthday",1,0,0,1,0,0,"third","BIRTHDAY YOU MAMA WHAT",NA,"F",16.1,2010,1998
"267",32,"mother's birthday",1,1,0,0,0,0,"first","MAMA YOU BIRTHDAY YOU",NA,"M",42.8,2017,1979
"268",33,"mother's birthday",1,0,0,1,0,0,"first","YOU BIRTHDAY D-E YOU MAMA",NA,"F",31,2008,1983
"269",45,"mother's birthday",1,0,0,1,1,1,"second","BIRTHDAY YOU MOTHER",NA,"F",26.5,2011,1990
"270",46,"mother's birthday",0,1,0,0,0,0,"hearing","and when is your mom's birthday?","y el cumpleanos tu mama?","M",17,2017,NA
"271",48,"mother's birthday",0,0,1,0,0,1,"hearing","What is your mom's birthday?","Cual es el cumpleanos de tu mama?","F",20.6,2017,NA
"272",49,"mother's birthday",0,1,0,1,0,2,"hearing","And the birthday of your mom? When is your mom's birthday? ","El cumpleanos de tu mama? Cuant-Cuando es el cumpleanos de tu mama?","M",32.2,2017,NA
"273",3,"mother's birthday",0,1,0,1,1,0,"second","BIRTHDAY YOU MAMA WHAT",NA,"F",21.8,2008,1990
"274",34,"name",0,0,0,0,0,0,"hearing","uh, the name of your teacher?","eh, el nombre de su maestra?","F",27.6,2010,NA
"275",34,"name",0,1,0,0,0,0,"hearing","what is your... what is your teacher's name?","como te..como se llama tu maestra?","F",27.6,2010,NA
"276",1,"name",0,0,0,0,0,0,"second","NAME YOU",NA,"F",24.4,2008,1989
"277",2,"name",0,0,0,0,0,0,"second","NAME YOU QUESTION NAME",NA,"M",21.9,2008,1990
"278",5,"name",1,0,0,0,0,0,"second","YOU NAME YOU NAME",NA,"M",26.2,2008,1986
"279",13,"name",0,0,0,1,0,0,"second","YOU NAME","","F",34.1,2017,1985
"280",13,"name",1,0,0,1,0,0,"second","YOU PROFESSOR NAME","","F",34.1,2017,1985
"281",17,"name",0,0,0,0,0,0,"first","NAME YOU",NA,"F",36.5,2017,1977
"282",28,"name",0,1,0,0,0,0,"third","YOU YOUR NAME YOU NAME","","M",21.9,2017,1999
"283",47,"name",0,0,0,0,0,0,"hearing","what is your name?","cual es tu nombre?","F",37.9,2017,NA
"284",50,"name",0,0,0,0,0,0,"hearing","What is your name?","Cual es tu nombre?","F",43.5,2017,NA
"285",50,"name",0,0,0,0,0,1,"hearing","The name of your father?","El nombre de tu padre?","F",43.5,2017,NA
"286",50,"name",0,0,0,0,0,1,"hearing","And the name of your mom?","Y el nombre de tu mama?","F",43.5,2017,NA
"287",7,"name",0,0,0,0,0,1,"first","NAME NAME ",NA,"F",31.8,2008,1983
"288",38,"name",1,1,0,0,0,0,"hearing","What is your name?","Cual es su nombre?","F",28.7,2010,NA
"289",40,"name",1,0,0,0,0,0,"hearing","What is your mother's name?","Como se llama tu mama?","M",22.6,2010,NA
"290",37,"name",0,0,0,0,0,0,"hearing","What's your name?","Como te llamas?","F",55.3,2010,NA
"291",37,"name",0,0,0,0,0,0,"hearing","What's your name?","Como te llamas?","F",55.3,2010,NA
"292",9,"name",0,0,0,0,0,0,"first","YOU NAME YOU NAME",NA,"M",31,2008,1983
"293",11,"name",0,0,1,0,0,0,"second","NAME YOU (inc)",NA,"M",23.1,2008,1989
"294",14,"name",0,1,0,1,1,0,"second","YOU QUESTION YOU NAME",NA,"F",23.3,2008,1989
"295",15,"name",0,0,1,2,1,0,"third","NAME",NA,"F",28.8,2017,1994
"296",20,"name",1,0,0,1,0,0,"second","QUESTION NAME",NA,"M",23.9,2008,1990
"297",21,"name",1,0,0,1,0,0,"second","QUESTION WHERE... NAME YOU YOU NAME YOU",NA,"M",21.5,2008,1990
"298",24,"name",0,0,0,0,0,0,"first","YOU NAME YOU",NA,"M",30.9,2008,1980
"299",26,"name",0,0,0,0,0,0,"first","YOU NAME TEACHER",NA,"M",50,2017,1974
"300",32,"name",0,0,0,0,0,1,"first","NAME",NA,"M",42.8,2017,1979
"301",32,"name",0,0,0,0,0,0,"first","NAMESIGN YOU",NA,"M",42.8,2017,1979
"302",32,"name",0,0,0,0,0,0,"first","YOU PAPA NAME",NA,"M",42.8,2017,1979
"303",33,"name",1,0,0,0,0,0,"first","YOU NAME",NA,"F",31,2008,1983
"304",45,"name",0,1,0,1,1,0,"second","NAME PROFESSOR",NA,"F",26.5,2011,1990
"305",46,"name",0,3,0,0,0,1,"hearing","what is your full name?","Como se Ilama y cual es su nombe completo?","M",17,2017,NA
"306",48,"name",0,0,1,0,0,1,"hearing","What is your full name?","Cual es tu nombre completo?","F",20.6,2017,NA
"307",48,"name",0,0,1,0,0,1,"hearing","What are their names","Como se llaman?","F",20.6,2017,NA
"308",49,"name",0,0,0,0,0,0,"hearing","Hi, what's your name?","Hola como te llamas","M",32.2,2017,NA
"309",49,"name",0,1,1,0,0,0,"hearing","The two last names fully? ","Los dos appellidos completos?","M",32.2,2017,NA
"310",3,"name",0,0,0,0,0,0,"second","NAME",NA,"F",21.8,2008,1990
"311",3,"name",0,0,1,0,0,0,"second","NAME",NA,"F",21.8,2008,1990
"312",26,"name",0,0,0,0,0,0,"first","YOU SIGN WHAT",NA,"M",50,2017,1974
"313",26,"name",0,0,0,0,0,0,"first","SIGN D-O-N-DE",NA,"M",50,2017,1974
"314",34,"other",0,0,0,0,0,0,"hearing","what number of...(incomplete)","que numero de...","F",27.6,2010,NA
"315",34,"other",0,1,0,0,0,0,"hearing","the name of your mom, your, your teacher?","el nombre de tu mama, de tu, de tu maestra?","F",27.6,2010,NA
"316",44,"other",1,1,1,1,0,0,"hearing","What time do you get up to go to the gym?","A que hora te levantas para- ir al gymnasio?","M",27.6,2011,NA
"317",4,"other",0,0,0,0,1,0,"second","MOM DAD WHAT",NA,"M",27.2,2009,1986
"318",17,"other",0,0,0,0,0,0,"first","TIME D-E SPORTS WHAT",NA,"F",36.5,2017,1977
"319",17,"other",0,0,0,0,0,1,"first","S-U YOU PAPA NAME YOU",NA,"F",36.5,2017,1977
"320",47,"other",0,0,0,0,0,0,"hearing","Married? Single?","Casado? Soltero?","F",37.9,2017,NA
"321",47,"other",1,0,0,0,0,0,"hearing","Nombody asked you that question?","Nadie le hecho esa pregunta?","F",37.9,2017,NA
"322",47,"other",0,0,0,0,0,0,"hearing","the name of your father?","nombre es su papa?","F",37.9,2017,NA
"323",8,"other",1,1,0,1,5,0,"first","BUY/MONEY WHAT BUY/MONEY WHAT ",NA,"F",40.1,2008,1974
"324",39,"other",0,0,0,0,0,1,"hearing","xxx?","xxx?","M",24.7,2010,NA
"325",39,"other",1,0,0,0,0,0,"hearing","Around here xxx?","Por aqui xxx?","M",24.7,2010,NA
"326",40,"other",0,1,0,0,0,0,"hearing","How are you?","Como estas?","M",22.6,2010,NA
"327",10,"other",0,0,0,1,0,0,"second","BOSS NAME YOUR NAME",NA,"F",27.2,2009,1987
"328",12,"other",1,0,0,1,0,1,"third","MORE BELIEF YOU HOUSE",NA,"M",17.9,2010,1998
"329",15,"other",0,0,1,2,1,0,"third","MAN YOU QUESTION MAN WHAT",NA,"F",28.8,2017,1994
"330",26,"other",0,0,0,0,0,0,"first","GO D-O-N-D-E WHAT",NA,"M",50,2017,1974
"331",46,"other",0,1,1,0,0,0,"hearing","in order to feel more healthy right?","para sentirse mas saludable pues? ","M",17,2017,NA
"332",46,"other",0,1,0,0,0,0,"hearing","early?","temprano?","M",17,2017,NA
"333",46,"other",0,1,0,0,0,1,"hearing","so you are in the middle then?","eres el medio pues?","M",17,2017,NA
"334",46,"other",0,0,0,0,0,0,"hearing","and what is your father's name?","y el nombre tu padre?","M",17,2017,NA
"335",48,"other",0,0,1,0,0,0,"hearing","Name of your father?","Nombre de tu padre?","F",20.6,2017,NA
"336",49,"other",1,1,1,0,0,1,"hearing","Freezing?Cold?Hot? ","Helado? Frio? Caliente?","M",32.2,2017,NA
"337",49,"other",0,1,1,0,0,0,"hearing","Do you enjoy a lot?","Te encanta mucho?","M",32.2,2017,NA
"338",49,"other",0,1,0,0,0,1,"hearing","Without the need of an alarm?","Sin la necesidad de un alarma?","M",32.2,2017,NA
"339",49,"other",1,1,1,0,0,0,"hearing","Do you all get along?","Y se van bien todos?","M",32.2,2017,NA
"340",49,"other",0,1,0,1,0,0,"hearing","Dad's name?","Nombre de papa?","M",32.2,2017,NA
"341",49,"other",0,2,1,0,0,0,"hearing","Is he tall?Handsome?","Es alto? Guapo? Hermoso? ","M",32.2,2017,NA
"342",49,"other",1,0,0,0,0,0,"hearing","Do you love him a lot?","Lo quires mucho?","M",32.2,2017,NA
"343",34,"siblings",0,1,0,0,0,0,"hearing","how many siblings do you have?","cuantos hermanos tienes?","F",27.6,2010,NA
"344",35,"siblings",0,0,0,0,0,0,"hearing","how many siblings do you have?","cuantos hermanos tenes","F",30.2,2010,NA
"345",1,"siblings",0,0,0,0,0,0,"second","YOU HOW MANY SIBLINGS",NA,"F",24.4,2008,1989
"346",42,"siblings",0,0,0,0,0,0,"hearing","Are you an only child or how many siblings do you have?","Y solo son hermano, o son cuanto hermanos tienes?","M",29.4,2011,NA
"347",42,"siblings",0,0,0,0,0,0,"hearing","And how many-how many siblings are you?","Y cuanto- cuanto hermanos son?","M",29.4,2011,NA
"348",43,"siblings",0,0,0,0,0,0,"hearing","How many siblings do you have?","Cuanto hermanos tienes?","M",26,2011,NA
"349",44,"siblings",0,0,0,1,0,0,"hearing","How many siblings do you have?","Cuantos hermanos tienes?","M",27.6,2011,NA
"350",2,"siblings",1,0,0,0,0,1,"second","NUMBER DE SIBLINGS",NA,"M",21.9,2008,1990
"351",4,"siblings",2,0,0,0,0,0,"second","NUMBER SIBLINGS HOW-MANY NUMBER SIBLINGS HOW-MANY-2 SIBLINGS HOW-MANY-2 SIBLINGS FAMILY YOU FAMILY HEY FAMILY SIBLINGS",NA,"M",27.2,2009,1986
"352",5,"siblings",1,0,0,1,0,0,"second","NUMBER DE (fs) SIBLINGS YOU",NA,"M",26.2,2008,1986
"353",13,"siblings",0,0,0,1,0,0,"second","YOU SIBLINGS","","F",34.1,2017,1985
"354",17,"siblings",0,0,0,0,0,0,"first","SIBLINGS MEN",NA,"F",36.5,2017,1977
"355",28,"siblings",1,1,0,0,0,1,"third","YOU WHAT HAVE SIBLINGS","","M",21.9,2017,1999
"356",47,"siblings",1,0,0,0,0,0,"hearing","how many sisters do you have?","cuantas hermanas tienes?","F",37.9,2017,NA
"357",50,"siblings",0,0,0,0,0,1,"hearing","Number of siblings that you have?","Numero de hermanos que tu tienes? ","F",43.5,2017,NA
"358",23,"siblings",1,0,0,1,0,0,"third","HOW-MANY HAVE SIBLINGS",NA,"F",23.8,2017,1997
"359",6,"siblings",1,0,0,1,1,0,"second","NUMBER SIBLINGS",NA,"F",29.8,2011,1987
"360",7,"siblings",0,2,0,0,0,0,"first","NUMBER OF SIBLINGS",NA,"F",31.8,2008,1983
"361",8,"siblings",0,0,0,1,2,1,"first","SIBLINGS WHAT… SIBLINGS HOW MANY",NA,"F",40.1,2008,1974
"362",39,"siblings",1,0,0,1,0,0,"hearing","How many sibling do you have?","Cuanto hermanas tienes?","M",24.7,2010,NA
"363",38,"siblings",0,1,0,0,0,0,"hearing","How many siblings do you have?","Cuantos hermanos tienes?","F",28.7,2010,NA
"364",41,"siblings",0,0,0,0,0,0,"hearing","How many siblings do you have?","Cuanto hermanos tienes?","F",24.8,2010,NA
"365",34,"siblings",0,1,0,0,0,1,"hearing","What number-  How many siblings do you have?","Que numer de- Cuantos hermanos tienes?","F",NA,2010,NA
"366",36,"siblings",0,0,1,0,0,0,"hearing","How many siblings do you have?","Cuanto hermanos son ustedes?","M",23.8,2010,NA
"367",37,"siblings",0,0,0,0,0,0,"hearing","How many siblings do you have?","Cuantos hermanos tienes?","F",55.3,2010,NA
"368",9,"siblings",0,0,0,0,0,0,"first","NUMBER SIBLINGS",NA,"M",31,2008,1983
"369",10,"siblings",0,0,0,1,0,0,"second","HOW MANY SIBLINGS YOU",NA,"F",27.2,2009,1987
"370",11,"siblings",1,0,1,1,0,0,"second","QUESTION NUMBER YOU SIBLINGS",NA,"M",23.1,2008,1989
"371",12,"siblings",1,0,0,0,0,1,"third","NUMBER SIBLINGS YOU",NA,"M",17.9,2010,1998
"372",14,"siblings",1,0,0,1,0,0,"second","NUMBER YOU SIBLINGS QUESTION",NA,"F",23.3,2008,1989
"373",15,"siblings",0,0,1,3,1,0,"third","NUMBER WHAT QUESTION WHAT SIBLINGS WHAT",NA,"F",28.8,2017,1994
"374",16,"siblings",1,0,0,1,0,1,"third","NUMBER SIBLINNGS NUMBER SIBLINGS",NA,"M",18,2010,1997
"375",18,"siblings",0,1,0,2,0,0,"third","QUESTION NUMBER SIBLINGS",NA,"M",19.3,2009,1993
"376",19,"siblings",0,1,0,1,0,0,"third","QUESTION NUMBER SIBLINGS",NA,"M",18.7,2009,1993
"377",20,"siblings",1,0,0,1,0,0,"second","QUESTION YOU NUMBER SIBLINGS",NA,"M",23.9,2008,1990
"378",21,"siblings",2,0,0,1,0,0,"second","QUESTION YOU NUMBER YOU SIBLINGS",NA,"M",21.5,2008,1990
"379",21,"siblings",0,2,0,0,1,2,"second","QUESTION YOU NUMBER YOU SIBLINGS",NA,"M",21.5,2008,1990
"380",24,"siblings",0,0,0,0,0,0,"first","YOU NUMBER SIBLINGS",NA,"M",30.9,2008,1980
"381",25,"siblings",0,0,0,0,0,0,"third","HAVE HOW-MANY SIBLINGS",NA,"F",19.4,2009,1994
"382",26,"siblings",0,0,0,0,0,0,"first","NUMBER SIBLINGS",NA,"M",50,2017,1974
"383",27,"siblings",1,0,0,1,0,0,"third","QUESTION YOU HAVE HOW-MANY SIBLINGS",NA,"M",23.4,2017,1998
"384",29,"siblings",0,0,0,0,0,0,"third","HOW-MANY SIBLINGS",NA,"M",15.9,2009,1997
"385",30,"siblings",0,0,0,1,0,0,"third","YOU NUMBER SIBLINGS WHAT",NA,"F",16.1,2010,1998
"386",32,"siblings",0,0,0,0,0,0,"first","YOU SIBLINGS YOU",NA,"M",42.8,2017,1979
"387",33,"siblings",0,0,0,1,0,0,"first","YOU NUMBER SIBLINGS HOW-MANY(sign cut off)",NA,"F",31,2008,1983
"388",45,"siblings",0,2,0,1,1,0,"second","NUMBER SIBLINGS SIBLINGS SIBLINGS NUMBER SIBLINGS",NA,"F",26.5,2011,1990
"389",46,"siblings",1,0,0,0,0,0,"hearing","and how many brothers or sisters do you have?","y el numeros tus hermanos o hermanas?","M",17,2017,NA
"390",48,"siblings",0,0,1,0,0,0,"hearing","How many siblings do you have?","Cuantos hermanos tienes?","F",20.6,2017,NA
"391",49,"siblings",0,0,0,0,0,1,"hearing","The number of brothers or sister? How many? What are their names?","El numero de hermanos o hermanas ? Cuanto son? Como se llaman?","M",32.2,2017,NA
"392",3,"siblings",0,1,0,0,1,0,"second","HOW-MANY SIBLINGS YOU HOW-MANY SIBLINGS",NA,"F",21.8,2008,1990
"393",7,"supermarket",0,2,0,0,0,0,"first","SUPERMARKET",NA,"F",31.8,2008,1983
"394",11,"supermarket",0,1,0,0,0,1,"second"," QUESTION SUPERMARKET SUPERMARKET",NA,"M",23.1,2008,1989
"395",14,"supermarket",1,2,0,2,0,0,"second","YOU SUPERMARKET QUESTION YOU SUPERMARKET YOU SUPERMARKET",NA,"F",23.3,2008,1989
"396",20,"supermarket",1,0,0,0,1,1,"second","QUESTION YOU SUPERMARKET",NA,"M",23.9,2008,1990
"397",21,"supermarket",0,0,0,1,0,1,"second","QUESTION YOU SUPERMARKET MARKET YOU SUPERMARKET MARKET",NA,"M",21.5,2008,1990
"398",33,"supermarket",0,2,0,1,2,1,"first","WHERE WHAT S-U-P-E-R-M-E-R-C-A-DO WHERE WHAT",NA,"F",31,2008,1983
"399",3,"supermarket",0,2,0,1,0,0,"second","YOU WHAT SUPERMARKET NAME WHAT SUPERMARKET SUPERMARKET",NA,"F",21.8,2008,1990
"400",35,"teacher",1,0,0,0,0,0,"hearing","what is the name of your teacher?","como se llama su professora","F",30.2,2010,NA
"401",42,"teacher",1,0,0,0,0,0,"hearing","And the name of you teacher? Or the last teacher you've had?","Y el nombre de tu maestra? O la ultima maestra que tenistes?","M",29.4,2011,NA
"402",42,"teacher",0,2,0,0,0,0,"hearing","What is the name of your teacher?","Cual es el nombre de tu maestra?","M",29.4,2011,NA
"403",43,"teacher",0,0,0,0,0,0,"hearing","What is the name of your last teacher?","Cual es el nombre de la ultima maestra?","M",26,2011,NA
"404",44,"teacher",0,0,1,0,0,0,"hearing","Tell me the name of your teacher from middle school?","Dime el nombre de la maestra de tu secundaria?","M",27.6,2011,NA
"405",23,"teacher",1,0,0,0,0,0,"third","YOUR NAME PROFESSOR",NA,"F",23.8,2017,1997
"406",6,"teacher",0,0,0,1,1,0,"second","NAME TEACHER",NA,"F",29.8,2011,1987
"407",39,"teacher",1,0,1,1,1,0,"hearing","Do you remember the name of your teacher? From middle school or univeristy?","Te recuerdase el nombre de tu maestra? De secundaria o universidad?","M",24.7,2010,NA
"408",39,"teacher",0,0,0,0,0,1,"hearing","Neither?","Ninguno?","M",24.7,2010,NA
"409",38,"teacher",0,1,0,0,0,0,"hearing","What is the name of your teacher?","Cual es el nombre de tu maestra?","F",28.7,2010,NA
"410",40,"teacher",2,0,0,0,0,0,"hearing","What is the name of your teacher from your school?","Cual es el nombre de tu maestra de tu escuela?","M",22.6,2010,NA
"411",41,"teacher",1,0,0,0,0,0,"hearing","What is your professor's name?","Cual es el nombre de tu professora?","F",24.8,2010,NA
"412",41,"teacher",1,0,0,0,0,0,"hearing","What is your professor's name?","Cual es el nombre de tu professora?","F",24.8,2010,NA
"413",34,"teacher",0,1,0,0,0,1,"hearing","The name of your mom- of your teacher?","El nombre de tu mama- de tu maestra?","F",NA,2010,NA
"414",34,"teacher",0,0,1,0,0,0,"hearing","What is the name of your teacher?","Como se llama tu maestra?","F",NA,2010,NA
"415",36,"teacher",0,0,1,0,0,1,"hearing","Name of your teacher?","Nombre de tu maestro?","M",23.8,2010,NA
"416",36,"teacher",0,0,1,0,0,0,"hearing","What is the name of your teacher?","Cual es el nombre de to maestro?","M",23.8,2010,NA
"417",37,"teacher",0,1,0,0,0,0,"hearing","What is the name of your professor?","Cual era el nombre de tu professora?","F",55.3,2010,NA
"418",12,"teacher",0,0,0,1,1,1,"third","NAME DE TEACHER WHAT",NA,"M",17.9,2010,1998
"419",15,"teacher",0,1,1,1,0,0,"third","QUESTION NAME TEACHER NAME",NA,"F",28.8,2017,1994
"420",16,"teacher",1,1,0,1,0,0,"third","NAME TEACHER WHAT",NA,"M",18,2010,1997
"421",18,"teacher",1,0,0,2,0,0,"third","QUESTION NAME TEACHER",NA,"M",19.3,2009,1993
"422",19,"teacher",0,1,0,1,0,0,"third","QUESTION NAME TEACHER",NA,"M",18.7,2009,1993
"423",25,"teacher",0,0,0,1,1,0,"third","QUESTION YOU PROFESSOR WHAT NAME",NA,"F",19.4,2009,1994
"424",27,"teacher",1,0,0,2,1,0,"third","YOU BEFORE CHRISTIAN-SCHOOL STUDY TEACHER TEACH NAME TEACHER TEACH NAME WHO",NA,"M",23.4,2017,1998
"425",30,"teacher",0,1,0,1,0,0,"third","YOU NAME TEACHER NAME TEACHER",NA,"F",16.1,2010,1998
"426",45,"teacher",0,1,0,0,0,0,"second","NAME PROFESSOR",NA,"F",26.5,2011,1990
"427",45,"teacher",0,1,0,0,0,1,"second","NAME PROFESSOR",NA,"F",26.5,2011,1990
"428",18,"time",1,0,0,0,0,0,"third","QUESTION TIME NIGHT EAT",NA,"M",19.3,2009,1993
"429",34,"time",0,0,0,0,0,0,"hearing","what time do you have dinner?","a que hora cenas?","F",27.6,2010,NA
"430",35,"time",0,0,0,0,0,0,"hearing","at what time do you have dinner?","a que hora cenas","F",30.2,2010,NA
"431",42,"time",0,0,0,0,0,0,"hearing","What time do you eat dinner?","Y a que hora cenas?","M",29.4,2011,NA
"432",43,"time",0,0,0,0,0,0,"hearing","What time do you eat dinner?","A que hora cenas?","M",26,2011,NA
"433",44,"time",0,1,0,0,0,0,"hearing","After a long day, what time do you eat dinner?","Despues de un dia bien canzado, que hora cenas?","M",27.6,2011,NA
"434",4,"time",0,1,0,0,0,0,"second","TIME EAT HOUR",NA,"M",27.2,2009,1986
"435",50,"time",0,0,0,0,0,0,"hearing","Give or take the time?","Mas o menos la hora?","F",43.5,2017,NA
"436",23,"time",1,1,0,1,0,0,"third","WHAT TIME NIGHT EAT",NA,"F",23.8,2017,1997
"437",7,"time",1,0,0,0,0,0,"first","TIME OF C___?",NA,"F",31.8,2008,1983
"438",39,"time",0,0,0,1,0,0,"hearing","What time do you normally eat dinner?","A que horas cenan normalmente?","M",24.7,2010,NA
"439",38,"time",0,0,1,0,0,0,"hearing","What time do you eat?","A que hora cenas?","F",28.7,2010,NA
"440",40,"time",1,0,0,0,0,0,"hearing","At what time do you eat dinner? ","Cual es tu hora de cenar?","M",22.6,2010,NA
"441",41,"time",1,0,0,0,0,0,"hearing","At what time do you eat at nght? Dinner.","A que hora comes por la noche? La cena.","F",24.8,2010,NA
"442",34,"time",0,0,0,0,0,0,"hearing","What time do you eat dinner?","A que hora cenas?","F",NA,2010,NA
"443",36,"time",0,0,0,0,0,0,"hearing","What time do you eat dinner?","Que hora cenas?","M",23.8,2010,NA
"444",37,"time",0,0,0,0,0,0,"hearing","Normally, at what time do you eat dinner?","Normalmente, a que hora cenas?","F",55.3,2010,NA
"445",11,"time",1,1,1,1,0,2,"second","QUESTION MORNING YOU SCHOOL TIME",NA,"M",23.1,2008,1989
"446",12,"time",1,0,0,1,0,0,"third","TIME XXX TIME WHAT",NA,"M",17.9,2010,1998
"447",12,"time",0,0,0,1,1,1,"third","TIME WHAT TIME WHAT",NA,"M",17.9,2010,1998
"448",15,"time",0,0,1,1,1,0,"third","TIME QUESTION TIME WHAT",NA,"F",28.8,2017,1994
"449",15,"time",0,0,2,2,2,0,"third","TIME QUESTION TIME WHAT",NA,"F",28.8,2017,1994
"450",16,"time",1,0,0,1,0,0,"third","TIME EAT WHAT TIME EAT WHAT",NA,"M",18,2010,1997
"451",19,"time",0,0,0,1,0,0,"third","QUESTION YOU (inc) EAT (inc) TIME EAT NIGHT",NA,"M",18.7,2009,1993
"452",20,"time",0,0,0,1,0,0,"second","QUESTION XXX BUS ARRIVE SCHOOL",NA,"M",23.9,2008,1990
"453",25,"time",0,0,1,1,1,0,"third","WHAT TIME",NA,"F",19.4,2009,1994
"454",25,"time",0,0,0,2,2,1,"third","QUESTION YOU EAT… WHAT EAT TIME EVENING",NA,"F",19.4,2009,1994
"455",27,"time",1,0,0,1,0,1,"third","QUESTION YOU WHEN TODAY NIGHT EAT WHAT TIME",NA,"M",23.4,2017,1998
"456",31,"time",0,0,0,0,0,0,"first","TIME DE E-S-P-E-R....",NA,"M",30.5,2008,1982
"457",31,"time",0,0,0,1,0,0,"first","TIME DE XXXXX WHAT",NA,"M",30.5,2008,1982
"458",45,"time",0,1,0,1,0,0,"second","TIME CLEAN TIME",NA,"F",26.5,2011,1990
"459",45,"time",0,0,0,1,1,0,"second","TIME EAT TIME",NA,"F",26.5,2011,1990
"460",49,"time",0,1,0,0,0,0,"hearing","At 9:30? ","A las 9:30?","M",32.2,2017,NA
"461",34,"town",0,0,0,0,0,0,"hearing","in what house do you live?","en que casa vives?","F",27.6,2010,NA
"462",35,"town",0,0,1,0,0,0,"hearing","what address is your house?","que direccion es tu casa?","F",30.2,2010,NA
"463",1,"town",1,1,0,0,1,0,"second","YOU HOUSE DONDE",NA,"F",24.4,2008,1989
"464",42,"town",1,0,0,0,0,0,"hearing","Where do you live?","Donde vives?","M",29.4,2011,NA
"465",43,"town",0,0,0,0,0,1,"hearing","The color of your house?","El color de tu casa?","M",26,2011,NA
"466",43,"town",1,0,1,0,0,0,"hearing","What is the direction for your house?","Cual es la dirreccion de tu casa?","M",26,2011,NA
"467",43,"town",0,0,0,0,0,0,"hearing","Where is your house?","Donde queda tu casa?","M",26,2011,NA
